"TIME","GEO","INDIC_ED","UNIT","Value"
"2002","Slovenia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.76"
"2002","Slovenia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.50"
"2002","Slovenia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.41"
"2002","Slovenia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.27"
"2002","Slovenia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.57"
"2002","Slovenia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.19"
"2002","Slovenia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.57"
"2002","Slovenia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.47"
"2002","Slovenia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.23"
"2002","Slovenia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.23"
"2002","Slovenia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.83"
"2002","Slovenia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.79"
"2002","Slovakia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.31"
"2002","Slovakia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.59"
"2002","Slovakia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.29"
"2002","Slovakia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.87"
"2002","Slovakia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55"
"2002","Slovakia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.96"
"2002","Slovakia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.35"
"2002","Slovakia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.56"
"2002","Slovakia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","8.78"
"2002","Slovakia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.77"
"2002","Slovakia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.20"
"2002","Slovakia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.32"
"2002","Finland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.22"
"2002","Finland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.34"
"2002","Finland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.52"
"2002","Finland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.02"
"2002","Finland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.33"
"2002","Finland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.71"
"2002","Finland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.51"
"2002","Finland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.70"
"2002","Finland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.66"
"2002","Finland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.03"
